student_id,hours_studied,lms_activity_hours,attendance_percent,previous_scores,exam_score,risk_category
S11917,5.2,7.6,66.2,86,25,В зоне риска
S11918,8.0,32.4,55.1,63,40,В зоне риска
S11919,1.1,17.1,56.9,79,39,В зоне риска
S11920,3.7,17.5,74.3,74,68,Требует внимания
S11921,3.4,30.2,65.3,45,74,Требует внимания
S11922,7.8,24.3,84.7,95,81,Успешный студент
S11923,6.4,12.8,64.7,83,65,Требует внимания
S11924,9.7,15.8,77.5,92,72,Требует внимания
S11925,1.0,13.5,69.3,74,32,В зоне риска
S11926,9.8,33.1,85.8,47,94,Успешный студент
S11927,8.2,31.1,59.3,66,81,Успешный студент
S11928,1.2,27.9,63.0,85,46,В зоне риска
S11929,3.3,13.0,98.9,79,82,Успешный студент
S11930,6.3,31.1,64.5,59,60,Требует внимания
S11931,3.4,20.5,66.6,72,70,Требует внимания
S11932,7.2,9.2,58.5,72,67,Требует внимания
S11933,10.9,23.2,69.8,66,45,В зоне риска
S11934,2.9,8.0,55.3,95,73,Требует внимания
S11935,3.1,5.6,59.9,60,47,В зоне риска
S11936,5.0,17.2,54.1,73,68,Требует внимания
S11937,3.8,28.2,96.6,77,12,В зоне риска
S11938,1.0,9.4,58.5,95,80,Успешный студент
S11939,10.8,19.3,50.3,82,60,Требует внимания
S11940,5.5,12.4,74.0,60,92,Успешный студент
S11941,5.0,31.7,83.7,63,33,В зоне риска
S11942,11.1,13.0,55.9,56,68,Требует внимания
S11943,3.2,19.8,57.8,86,49,В зоне риска
S11944,4.5,25.4,82.3,89,66,Требует внимания
S11945,5.4,19.2,50.3,95,55,Требует внимания
S11946,4.9,27.4,50.8,95,81,Успешный студент
S11947,6.6,29.3,58.9,61,47,В зоне риска
S11948,4.3,29.4,72.4,95,23,В зоне риска
S11949,11.0,17.1,88.7,85,85,Успешный студент
S11950,3.5,9.4,74.0,82,30,В зоне риска
S11951,1.7,20.9,50.3,52,46,В зоне риска
S11952,6.1,7.4,74.3,95,31,В зоне риска
S11953,2.4,11.6,74.5,55,76,Успешный студент
S11954,3.7,13.7,66.9,52,60,Требует внимания
S11955,3.2,28.4,73.1,50,53,Требует внимания
S11956,3.2,11.7,60.5,66,63,Требует внимания
S11957,6.9,20.5,50.3,62,33,В зоне риска
S11958,4.0,27.8,75.8,43,60,Требует внимания
S11959,10.3,23.4,50.3,65,50,Требует внимания
S11960,3.0,2.2,92.8,81,58,Требует внимания
S11961,2.2,27.3,58.5,83,53,Требует внимания
S11962,6.3,14.0,86.0,55,48,В зоне риска
S11963,1.5,25.0,69.9,54,68,Требует внимания
S11964,5.7,27.6,60.7,95,51,Требует внимания
S11965,2.7,21.1,58.7,95,57,Требует внимания
S11966,3.2,10.8,60.9,90,41,В зоне риска
S11967,3.8,16.7,64.9,58,46,В зоне риска
S11968,5.4,9.9,64.5,77,50,Требует внимания
S11969,4.4,18.3,87.6,83,52,Требует внимания
S11970,10.0,11.4,65.8,92,54,Требует внимания
S11971,2.0,12.0,75.6,78,64,Требует внимания
S11972,7.4,23.3,59.8,50,44,В зоне риска
S11973,4.3,23.1,69.1,76,45,В зоне риска
S11974,3.1,15.6,50.3,95,80,Успешный студент
S11975,9.8,13.4,53.6,54,15,В зоне риска
S11976,5.8,10.1,54.6,95,70,Требует внимания
S11977,4.5,6.9,56.4,60,35,В зоне риска
S11978,1.2,21.9,50.3,95,59,Требует внимания
S11979,1.0,8.9,50.3,95,50,Требует внимания
S11980,2.7,19.4,84.0,54,54,Требует внимания
S11981,7.6,8.5,54.2,95,25,В зоне риска
S11982,2.6,6.1,61.3,95,50,Требует внимания
S11983,2.7,19.8,74.5,59,56,Требует внимания
S11984,7.8,8.4,79.9,95,41,В зоне риска
S11985,7.5,14.5,59.3,95,71,Требует внимания
S11986,1.1,11.3,72.2,81,85,Успешный студент
S11987,1.0,8.5,81.3,95,44,В зоне риска
S11988,7.7,12.2,64.4,62,53,Требует внимания
S11989,9.0,14.4,69.8,45,65,Требует внимания
S11990,9.4,32.3,50.5,62,67,Требует внимания
S11991,9.6,26.8,52.5,95,61,Требует внимания
S11992,6.2,26.3,93.4,95,57,Требует внимания
S11993,1.6,14.4,61.6,57,81,Успешный студент
S11994,9.2,14.0,91.9,67,38,В зоне риска
S11995,8.6,29.3,73.6,56,60,Требует внимания
S11996,2.9,32.1,65.7,43,22,В зоне риска
S11997,1.1,14.0,67.3,59,40,В зоне риска
S11998,5.5,13.0,81.8,95,39,В зоне риска
S11999,1.0,25.3,50.3,81,66,Требует внимания
S12000,2.6,29.4,89.1,58,62,Требует внимания
S12001,3.1,9.2,81.2,70,77,Успешный студент
S12002,8.4,13.9,90.6,66,54,Требует внимания
S12003,5.5,23.0,85.1,95,94,Успешный студент
S12004,1.0,22.3,66.0,58,46,В зоне риска
S12005,7.7,8.5,86.3,73,16,В зоне риска
S12006,1.7,24.0,69.0,66,75,Успешный студент
S12007,4.7,12.9,73.3,74,57,Требует внимания
S12008,1.0,32.4,59.8,95,57,Требует внимания
S12009,4.0,11.1,52.8,86,59,Требует внимания
S12010,3.9,14.4,92.8,58,31,В зоне риска
S12011,1.2,9.9,54.7,95,29,В зоне риска
S12012,2.5,23.9,84.2,82,42,В зоне риска
S12013,5.9,17.8,67.1,63,52,Требует внимания
S12014,6.9,29.6,87.4,51,66,Требует внимания
S12015,9.7,8.8,56.2,92,56,Требует внимания
S12016,8.0,27.3,62.3,59,70,Требует внимания
S12017,11.0,9.6,60.0,76,20,В зоне риска
S12018,1.2,10.6,52.2,93,59,Требует внимания
S12019,10.0,10.3,65.5,83,75,Успешный студент
S12020,2.4,20.2,86.9,73,52,Требует внимания
S12021,2.7,12.4,80.5,74,58,Требует внимания
S12022,8.8,24.6,64.9,77,40,В зоне риска
S12023,1.7,17.7,78.3,85,58,Требует внимания
S12024,5.4,31.4,89.4,95,16,В зоне риска
S12025,12.0,13.3,90.3,57,59,Требует внимания
S12026,3.5,24.6,85.2,47,59,Требует внимания
S12027,3.5,19.3,61.5,88,50,Требует внимания
S12028,3.5,22.7,68.9,68,49,В зоне риска
S12029,2.8,24.5,50.3,88,51,Требует внимания
S12030,5.0,29.7,53.8,95,70,Требует внимания
S12031,4.8,22.2,62.8,68,40,В зоне риска
S12032,3.4,18.8,62.2,45,31,В зоне риска
S12033,5.0,27.2,70.1,95,58,Требует внимания
S12034,7.2,19.1,82.7,82,57,Требует внимания
S12035,3.8,25.7,68.5,47,63,Требует внимания
S12036,1.9,8.6,51.7,66,54,Требует внимания
S12037,3.8,28.4,60.2,52,61,Требует внимания
S12038,3.4,26.2,61.3,69,73,Требует внимания
S12039,1.0,13.9,50.3,95,64,Требует внимания
S12040,6.8,28.4,54.2,72,65,Требует внимания
S12041,1.9,17.2,60.5,62,61,Требует внимания
S12042,2.5,8.5,72.3,95,18,В зоне риска
S12043,6.6,16.0,83.7,68,64,Требует внимания
S12044,11.3,27.3,69.1,95,93,Успешный студент
S12045,2.8,20.3,84.1,40,38,В зоне риска
S12046,10.5,26.4,82.4,56,62,Требует внимания
S12047,8.1,10.9,69.2,95,53,Требует внимания
S12048,10.1,24.1,56.9,50,45,В зоне риска
S12049,3.1,28.8,57.9,51,81,Успешный студент
S12050,4.1,10.0,96.8,59,54,Требует внимания
S12051,6.2,7.5,65.1,95,54,Требует внимания
S12052,3.3,5.4,83.2,95,20,В зоне риска
S12053,2.3,7.6,54.5,42,72,Требует внимания
S12054,1.9,17.3,50.3,79,38,В зоне риска
S12055,5.8,29.6,63.6,59,72,Требует внимания
S12056,1.4,20.9,93.9,55,73,Требует внимания
S12057,5.2,28.6,89.1,57,81,Успешный студент
S12058,10.3,22.5,88.6,79,42,В зоне риска
S12059,11.0,18.6,67.1,58,75,Успешный студент
S12060,7.0,18.3,50.5,57,48,В зоне риска
S12061,4.2,14.4,50.3,95,38,В зоне риска
S12062,7.6,25.1,52.5,95,41,В зоне риска
S12063,8.7,30.8,73.0,69,18,В зоне риска
S12064,10.7,20.7,69.9,71,58,Требует внимания
S12065,5.1,22.8,86.7,91,42,В зоне риска
S12066,8.7,16.3,50.3,40,64,Требует внимания
S12067,7.5,20.8,50.3,86,18,В зоне риска
S12068,2.4,23.6,73.2,95,32,В зоне риска
S12069,11.0,22.1,64.1,48,55,Требует внимания
S12070,11.4,16.0,56.0,90,61,Требует внимания
S12071,2.5,23.8,97.6,70,49,В зоне риска
S12072,1.8,24.1,58.0,80,61,Требует внимания
S12073,4.2,12.9,55.4,95,59,Требует внимания
S12074,9.8,11.4,75.4,91,66,Требует внимания
S12075,2.1,21.2,50.3,79,35,В зоне риска
S12076,3.7,18.9,57.0,88,66,Требует внимания
S12077,1.0,5.1,56.8,79,47,В зоне риска
S12078,3.9,6.1,72.5,95,78,Успешный студент
S12079,4.2,31.3,75.0,95,80,Успешный студент
S12080,3.0,23.6,72.8,40,80,Успешный студент
S12081,2.2,21.4,64.7,60,91,Успешный студент
S12082,10.8,15.3,60.5,95,83,Успешный студент
S12083,1.0,22.6,100.0,83,52,Требует внимания
S12084,3.9,14.7,92.0,64,56,Требует внимания
S12085,2.7,20.2,82.4,92,56,Требует внимания
S12086,5.6,20.0,72.4,86,74,Требует внимания
S12087,10.7,2.1,90.4,66,44,В зоне риска
S12088,2.4,18.2,85.4,42,65,Требует внимания
S12089,9.5,24.5,82.4,70,66,Требует внимания
S12090,3.1,18.4,50.3,95,50,Требует внимания
S12091,4.7,20.7,86.9,95,61,Требует внимания
S12092,7.2,24.1,53.2,56,54,Требует внимания
S12093,1.8,15.3,69.5,40,60,Требует внимания
S12094,10.3,22.5,90.7,89,62,Требует внимания
S12095,6.2,7.3,86.2,95,43,В зоне риска
S12096,9.4,32.0,50.3,91,73,Требует внимания
S12097,1.0,11.6,72.7,67,60,Требует внимания
S12098,1.0,17.7,82.4,90,54,Требует внимания
S12099,3.3,19.0,75.7,62,64,Требует внимания
S12100,5.3,15.7,86.0,95,43,В зоне риска
S12101,5.7,22.1,56.7,56,46,В зоне риска
S12102,2.4,16.4,53.5,87,57,Требует внимания
S12103,3.8,22.5,71.3,78,76,Успешный студент
S12104,1.5,22.4,89.6,86,72,Требует внимания
S12105,2.5,8.9,70.7,68,69,Требует внимания
S12106,8.6,11.4,52.8,71,31,В зоне риска
S12107,2.7,23.2,55.0,66,68,Требует внимания
S12108,7.9,21.3,56.8,95,63,Требует внимания
S12109,2.9,19.9,73.8,40,31,В зоне риска
S12110,4.6,25.0,63.1,64,36,В зоне риска
S12111,8.2,26.2,91.1,68,47,В зоне риска
S12112,3.0,14.3,77.8,43,41,В зоне риска
S12113,6.3,19.7,63.7,80,31,В зоне риска
S12114,1.0,27.9,54.3,93,12,В зоне риска
S12115,3.7,27.3,88.5,58,27,В зоне риска
S12116,6.5,15.7,53.5,95,46,В зоне риска
S12117,11.1,23.8,63.2,49,66,Требует внимания
S12118,1.7,11.8,74.0,87,21,В зоне риска
S12119,1.0,21.0,75.1,95,54,Требует внимания
S12120,5.3,17.0,85.7,72,25,В зоне риска
S12121,7.3,11.9,54.2,93,58,Требует внимания
S12122,11.2,13.4,73.4,95,57,Требует внимания
S12123,1.5,14.8,53.0,50,35,В зоне риска
S12124,5.1,23.7,59.7,60,53,Требует внимания
S12125,9.5,22.9,72.0,77,69,Требует внимания
S12126,6.2,19.1,86.8,52,53,Требует внимания
S12127,8.5,30.7,84.5,82,76,Успешный студент
S12128,2.4,26.2,50.3,72,12,В зоне риска
S12129,4.6,20.2,74.3,62,47,В зоне риска
S12130,3.0,29.0,66.4,60,67,Требует внимания
S12131,1.6,9.5,50.3,95,60,Требует внимания
S12132,8.3,18.5,56.5,47,66,Требует внимания
S12133,4.3,5.8,61.0,95,45,В зоне риска
S12134,9.4,4.0,61.9,69,65,Требует внимания
S12135,3.6,25.1,56.8,66,20,В зоне риска
S12136,3.9,2.1,50.3,90,50,Требует внимания
S12137,3.7,28.2,86.0,56,48,В зоне риска
S12138,7.8,32.1,59.3,95,80,Успешный студент
S12139,2.7,11.5,69.3,47,30,В зоне риска
S12140,1.0,12.6,52.7,88,92,Успешный студент
S12141,9.6,15.6,74.2,92,39,В зоне риска
S12142,9.2,7.4,65.4,54,64,Требует внимания
S12143,8.0,2.1,70.7,95,68,Требует внимания
S12144,1.0,27.8,81.7,85,60,Требует внимания
S12145,7.3,2.8,100.0,58,40,В зоне риска
S12146,7.4,14.8,68.2,58,86,Успешный студент
S12147,7.5,24.5,62.5,64,12,В зоне риска
S12148,1.7,18.3,90.3,71,42,В зоне риска
S12149,12.0,27.8,52.9,95,48,В зоне риска
S12150,3.5,19.7,53.2,55,70,Требует внимания
S12151,6.7,17.3,65.1,65,38,В зоне риска
S12152,12.0,13.7,50.3,64,66,Требует внимания
S12153,9.8,29.7,53.6,95,63,Требует внимания
S12154,3.1,6.9,68.9,67,57,Требует внимания
S12155,8.0,16.2,51.9,46,68,Требует внимания
S12156,1.6,4.9,55.5,87,46,В зоне риска
S12157,3.7,25.6,52.3,93,79,Успешный студент
S12158,11.6,8.7,54.3,75,60,Требует внимания
S12159,1.7,25.7,65.8,56,56,Требует внимания
S12160,1.5,24.0,91.1,63,34,В зоне риска
S12161,8.1,24.8,90.6,80,78,Успешный студент
S12162,1.7,18.0,59.4,95,64,Требует внимания
S12163,8.7,26.5,90.7,68,79,Успешный студент
S12164,4.7,10.0,76.9,93,50,Требует внимания
S12165,4.0,15.4,70.6,64,50,Требует внимания
S12166,1.0,7.7,76.7,70,40,В зоне риска
S12167,6.8,16.7,50.3,95,43,В зоне риска
S12168,1.4,11.8,57.0,95,92,Успешный студент
S12169,3.2,11.5,57.0,68,75,Успешный студент
S12170,3.3,27.1,80.5,40,68,Требует внимания
S12171,1.4,14.7,59.3,81,54,Требует внимания
S12172,4.8,25.2,99.0,85,55,Требует внимания
S12173,3.4,12.2,54.5,95,53,Требует внимания
S12174,10.6,23.0,50.9,85,49,В зоне риска
S12175,8.2,21.8,56.7,50,48,В зоне риска
S12176,1.0,5.7,54.4,95,33,В зоне риска
S12177,4.9,12.6,84.0,95,81,Успешный студент
S12178,2.3,25.9,57.3,66,57,Требует внимания
S12179,1.0,8.4,55.7,95,49,В зоне риска
S12180,9.7,13.1,100.0,89,50,Требует внимания
S12181,5.0,18.2,50.3,55,79,Успешный студент
S12182,4.8,19.0,59.0,58,67,Требует внимания
S12183,3.3,16.9,85.3,56,83,Успешный студент
S12184,2.8,18.5,75.3,60,16,В зоне риска
S12185,2.6,11.0,61.0,93,23,В зоне риска
S12186,10.8,10.5,58.1,49,65,Требует внимания
S12187,2.8,21.5,82.7,63,18,В зоне риска
S12188,7.6,15.9,55.1,92,58,Требует внимания
S12189,1.6,15.6,91.8,89,78,Успешный студент
S12190,5.4,21.3,71.7,88,49,В зоне риска
S12191,5.4,13.7,50.3,89,72,Требует внимания
S12192,5.8,14.1,54.0,56,67,Требует внимания
S12193,9.8,30.7,85.0,90,40,В зоне риска
S12194,8.9,29.7,81.8,71,94,Успешный студент
S12195,1.9,11.6,57.8,95,42,В зоне риска
S12196,6.2,11.8,79.3,95,32,В зоне риска
S12197,11.1,14.6,51.7,52,77,Успешный студент
S12198,8.5,14.8,89.4,90,34,В зоне риска
S12199,6.0,8.2,59.3,77,24,В зоне риска
S12200,4.5,16.1,59.3,72,58,Требует внимания
S12201,4.2,29.1,94.8,54,62,Требует внимания
S12202,1.1,11.1,54.4,95,79,Успешный студент
S12203,7.0,22.0,82.7,70,83,Успешный студент
S12204,1.5,26.3,74.7,93,42,В зоне риска
S12205,9.5,23.0,94.0,82,46,В зоне риска
S12206,11.1,23.0,82.3,95,56,Требует внимания
S12207,1.8,7.7,50.3,95,57,Требует внимания
S12208,4.9,17.6,85.1,95,50,Требует внимания
S12209,1.6,11.9,82.9,63,92,Успешный студент
S12210,7.7,27.6,79.8,75,74,Требует внимания
S12211,5.0,20.0,76.5,73,22,В зоне риска
S12212,8.3,13.9,54.1,71,62,Требует внимания
S12213,7.4,24.1,67.4,68,66,Требует внимания
S12214,10.0,11.3,66.0,95,56,Требует внимания
S12215,1.9,17.9,69.6,83,19,В зоне риска
S12216,1.9,33.0,75.9,94,48,В зоне риска
S12217,6.4,15.3,62.0,63,64,Требует внимания
S12218,5.2,26.0,77.0,67,46,В зоне риска
S12219,1.0,20.0,87.6,93,52,Требует внимания
S12220,4.4,11.1,59.6,94,60,Требует внимания
S12221,3.9,2.1,64.8,95,12,В зоне риска
S12222,3.0,19.2,94.6,63,58,Требует внимания
S12223,3.2,22.2,85.8,50,36,В зоне риска
S12224,9.0,32.1,64.7,68,50,Требует внимания
S12225,1.7,25.3,62.4,88,65,Требует внимания
S12226,1.0,21.3,94.2,58,77,Успешный студент
S12227,1.0,15.6,72.0,71,36,В зоне риска
S12228,1.0,10.3,92.6,83,55,Требует внимания
S12229,1.3,14.2,50.3,95,30,В зоне риска
S12230,6.9,30.2,50.8,70,78,Успешный студент
S12231,2.4,14.8,62.9,69,58,Требует внимания
S12232,6.8,16.7,78.8,67,43,В зоне риска
S12233,2.5,18.8,74.0,50,52,Требует внимания
S12234,2.5,18.4,90.0,63,54,Требует внимания
S12235,6.0,14.7,97.0,76,62,Требует внимания
S12236,5.3,25.1,73.5,78,72,Требует внимания
S12237,12.0,31.4,67.9,57,39,В зоне риска
S12238,11.2,23.4,52.8,65,61,Требует внимания
S12239,10.5,26.8,71.2,95,56,Требует внимания
S12240,1.8,18.9,55.4,68,47,В зоне риска
S12241,2.8,9.7,68.2,72,89,Успешный студент
S12242,1.9,14.0,99.8,60,48,В зоне риска
S12243,6.3,7.6,83.0,70,12,В зоне риска
S12244,2.4,20.5,55.2,95,66,Требует внимания
S12245,4.6,8.5,55.2,73,30,В зоне риска
S12246,6.0,27.9,63.6,93,29,В зоне риска
S12247,1.0,25.0,81.3,80,47,В зоне риска
S12248,5.7,30.0,78.8,76,38,В зоне риска
S12249,1.0,13.9,79.1,61,32,В зоне риска
S12250,9.0,11.2,68.8,56,65,Требует внимания
S12251,6.3,31.6,77.3,74,74,Требует внимания
S12252,1.4,4.6,51.2,81,47,В зоне риска
S12253,4.0,26.8,59.4,95,52,Требует внимания
S12254,2.4,12.1,60.6,68,32,В зоне риска
S12255,1.7,32.5,74.0,78,69,Требует внимания
S12256,2.4,19.6,61.7,95,28,В зоне риска
S12257,10.9,23.3,87.9,77,84,Успешный студент
S12258,2.1,11.7,78.1,71,34,В зоне риска
S12259,10.1,31.6,67.5,71,31,В зоне риска
S12260,5.0,18.8,53.0,93,55,Требует внимания
S12261,8.0,15.2,65.8,40,71,Требует внимания
S12262,7.0,22.3,80.7,65,60,Требует внимания
S12263,6.4,26.2,50.3,88,42,В зоне риска
S12264,11.3,9.9,50.3,95,70,Требует внимания
S12265,5.2,6.7,57.8,95,59,Требует внимания
S12266,1.0,9.4,50.3,95,52,Требует внимания
S12267,8.6,18.9,65.0,92,63,Требует внимания
S12268,1.9,21.3,58.6,53,39,В зоне риска
S12269,5.8,16.5,93.1,68,51,Требует внимания
S12270,5.3,10.9,80.2,74,42,В зоне риска
S12271,9.1,26.2,58.3,95,49,В зоне риска
S12272,5.0,12.4,63.3,45,48,В зоне риска
S12273,6.9,13.5,53.9,59,56,Требует внимания
S12274,5.6,27.9,79.2,47,74,Требует внимания
S12275,1.0,17.0,50.3,85,60,Требует внимания
S12276,4.0,18.8,76.8,91,50,Требует внимания
S12277,1.2,28.5,55.9,55,12,В зоне риска
S12278,5.1,28.4,70.5,80,62,Требует внимания
S12279,3.2,5.2,63.9,66,78,Успешный студент
S12280,10.4,24.9,58.3,95,68,Требует внимания
S12281,3.3,10.1,81.1,67,41,В зоне риска
S12282,11.1,12.5,91.1,51,45,В зоне риска
S12283,5.7,11.5,67.2,95,44,В зоне риска
S12284,10.6,26.8,50.3,95,71,Требует внимания
S12285,6.5,17.8,77.9,57,80,Успешный студент
S12286,1.0,21.9,73.4,59,54,Требует внимания
S12287,4.2,21.7,53.1,45,87,Успешный студент
S12288,10.6,22.3,70.8,74,76,Успешный студент
S12289,5.1,32.7,50.3,87,65,Требует внимания
S12290,7.4,8.5,69.5,57,53,Требует внимания
S12291,7.7,24.7,54.4,95,58,Требует внимания
S12292,6.0,11.0,54.0,90,33,В зоне риска
S12293,2.8,8.8,91.9,58,78,Успешный студент
S12294,9.5,22.0,77.6,73,54,Требует внимания
S12295,1.4,19.5,98.0,64,53,Требует внимания
S12296,8.3,8.0,67.0,95,49,В зоне риска
S12297,6.2,31.3,55.2,65,50,Требует внимания
S12298,10.5,12.4,69.0,85,44,В зоне риска
S12299,4.6,17.1,88.9,77,61,Требует внимания
S12300,9.7,7.1,80.4,66,68,Требует внимания
S12301,1.0,22.4,81.4,95,53,Требует внимания
S12302,4.8,10.7,56.9,92,88,Успешный студент
S12303,10.6,27.6,70.6,67,54,Требует внимания
S12304,2.3,13.6,61.4,76,59,Требует внимания
S12305,6.9,16.2,92.3,95,43,В зоне риска
S12306,6.5,13.9,50.9,77,48,В зоне риска
S12307,6.3,19.1,80.9,57,69,Требует внимания
S12308,3.3,22.4,91.7,92,56,Требует внимания
S12309,1.0,22.7,58.5,95,29,В зоне риска
S12310,4.9,24.9,59.3,87,45,В зоне риска
S12311,10.7,15.1,82.3,79,75,Успешный студент
S12312,6.9,14.6,91.4,53,59,Требует внимания
S12313,9.4,26.3,87.4,79,40,В зоне риска
S12314,2.9,16.6,91.7,95,91,Успешный студент
S12315,4.9,29.2,67.8,68,74,Требует внимания
S12316,2.6,18.6,59.6,90,45,В зоне риска
S12317,1.5,11.0,57.1,93,29,В зоне риска
S12318,11.3,24.2,59.7,91,61,Требует внимания
S12319,6.7,25.7,58.0,95,67,Требует внимания
S12320,1.0,23.0,53.5,95,28,В зоне риска
S12321,3.8,11.5,55.1,95,70,Требует внимания
S12322,4.9,10.6,75.9,95,43,В зоне риска
S12323,4.4,20.7,66.2,57,60,Требует внимания
S12324,1.0,5.9,85.0,65,54,Требует внимания
S12325,5.1,24.3,84.9,57,47,В зоне риска
S12326,8.9,17.4,92.7,73,65,Требует внимания
S12327,6.6,24.5,66.8,73,40,В зоне риска
S12328,5.2,6.4,80.9,95,34,В зоне риска
S12329,4.3,22.8,54.9,85,70,Требует внимания
S12330,6.7,24.0,71.6,81,56,Требует внимания
S12331,4.8,22.9,56.4,79,79,Успешный студент
S12332,4.9,11.3,70.3,95,47,В зоне риска
S12333,5.6,28.5,50.3,47,50,Требует внимания
S12334,11.7,23.4,82.6,78,63,Требует внимания
S12335,1.2,21.0,68.2,77,51,Требует внимания
S12336,3.7,18.8,70.2,95,70,Требует внимания
S12337,1.0,9.2,53.9,95,58,Требует внимания
S12338,8.0,20.4,50.3,53,69,Требует внимания
S12339,3.9,25.2,70.7,85,38,В зоне риска
S12340,1.0,13.6,50.3,84,54,Требует внимания
S12341,5.4,24.8,73.5,40,70,Требует внимания
S12342,1.9,9.1,75.4,79,27,В зоне риска
S12343,1.9,21.4,83.9,48,53,Требует внимания
S12344,6.2,22.2,64.8,64,42,В зоне риска
S12345,8.5,21.2,55.7,92,16,В зоне риска
S12346,5.2,21.1,64.9,76,26,В зоне риска
S12347,2.8,22.6,88.5,56,94,Успешный студент
S12348,1.0,11.9,54.4,80,60,Требует внимания
S12349,6.8,14.5,95.4,59,47,В зоне риска
S12350,1.5,9.5,87.5,95,35,В зоне риска
S12351,7.6,27.4,78.3,79,77,Успешный студент
S12352,6.9,16.7,88.4,76,12,В зоне риска
S12353,8.1,21.1,61.9,95,56,Требует внимания
S12354,9.5,14.3,63.8,86,79,Успешный студент
S12355,3.7,18.8,59.2,92,46,В зоне риска
S12356,1.0,23.7,92.3,95,62,Требует внимания
S12357,5.9,6.6,77.4,53,12,В зоне риска
S12358,8.4,23.3,50.3,55,85,Успешный студент
S12359,8.2,19.9,91.1,42,55,Требует внимания
S12360,8.2,18.1,50.3,68,45,В зоне риска
S12361,3.6,19.0,62.5,93,65,Требует внимания
S12362,8.6,32.8,59.7,46,56,Требует внимания
S12363,1.0,6.9,89.9,74,34,В зоне риска
S12364,3.5,29.5,59.5,47,68,Требует внимания
S12365,6.5,25.9,93.2,94,59,Требует внимания
S12366,5.3,15.1,68.9,60,62,Требует внимания
S12367,6.9,24.9,87.2,95,39,В зоне риска
S12368,5.9,9.8,54.6,75,12,В зоне риска
S12369,3.1,12.4,90.3,45,74,Требует внимания
S12370,4.5,5.6,93.3,69,52,Требует внимания
S12371,2.2,25.1,56.5,79,54,Требует внимания
S12372,6.0,6.8,53.1,95,61,Требует внимания
S12373,1.5,17.4,86.6,95,46,В зоне риска
S12374,5.7,10.9,51.0,95,56,Требует внимания
S12375,9.3,29.5,87.2,80,54,Требует внимания
S12376,11.0,24.9,91.3,95,43,В зоне риска
S12377,1.0,19.7,68.9,95,36,В зоне риска
S12378,6.4,24.2,51.8,67,74,Требует внимания
S12379,4.9,24.7,100.0,40,39,В зоне риска
S12380,4.6,19.3,75.9,60,41,В зоне риска
S12381,10.5,16.5,59.0,63,12,В зоне риска
S12382,8.7,24.0,78.8,76,73,Требует внимания
S12383,10.7,28.6,99.1,82,52,Требует внимания
S12384,6.3,9.2,72.8,80,35,В зоне риска
S12385,6.8,17.7,50.5,92,65,Требует внимания
S12386,8.8,27.3,50.3,61,53,Требует внимания
S12387,12.0,30.6,50.3,95,54,Требует внимания
S12388,4.9,20.1,50.3,57,54,Требует внимания
S12389,4.2,30.5,75.8,90,70,Требует внимания
S12390,1.0,23.8,51.0,84,48,В зоне риска
S12391,5.1,14.7,54.3,67,54,Требует внимания
S12392,1.0,31.1,100.0,58,70,Требует внимания
S12393,3.6,25.0,66.4,73,72,Требует внимания
S12394,11.3,30.8,50.3,68,72,Требует внимания
S12395,8.3,17.8,71.4,67,56,Требует внимания
S12396,6.7,28.9,97.3,48,71,Требует внимания
S12397,1.1,7.6,58.8,89,54,Требует внимания
S12398,6.2,16.5,77.9,50,78,Успешный студент
S12399,10.7,21.6,82.6,63,36,В зоне риска
S12400,6.3,5.9,50.3,78,46,В зоне риска
S12401,7.0,30.5,91.1,95,46,В зоне риска
S12402,6.9,11.9,59.2,61,62,Требует внимания
S12403,6.2,24.0,91.0,46,70,Требует внимания
S12404,5.4,25.5,70.1,74,39,В зоне риска
S12405,12.0,20.4,77.4,95,17,В зоне риска
S12406,1.0,13.2,86.7,70,49,В зоне риска
S12407,7.7,21.8,68.3,95,89,Успешный студент
S12408,6.0,2.1,78.0,69,52,Требует внимания
S12409,2.8,17.6,60.0,69,86,Успешный студент
S12410,4.0,23.8,88.3,65,64,Требует внимания
S12411,2.7,11.8,69.1,95,67,Требует внимания
S12412,7.1,33.3,50.3,81,69,Требует внимания
S12413,6.2,13.8,84.5,70,67,Требует внимания
S12414,7.0,32.7,79.8,51,21,В зоне риска
S12415,6.2,21.3,71.2,75,48,В зоне риска
S12416,5.9,22.6,85.5,62,33,В зоне риска
S12417,2.1,11.8,94.5,83,54,Требует внимания
S12418,3.4,18.2,80.6,55,53,Требует внимания
S12419,10.1,24.2,69.8,65,58,Требует внимания
S12420,8.0,29.0,52.0,68,57,Требует внимания
S12421,11.8,23.2,70.1,79,81,Успешный студент
S12422,7.4,18.0,83.7,51,41,В зоне риска
S12423,4.2,9.7,50.3,77,55,Требует внимания
S12424,12.0,26.3,91.1,82,42,В зоне риска
S12425,1.9,7.7,72.3,48,20,В зоне риска
S12426,5.2,21.8,68.6,95,35,В зоне риска
S12427,2.9,18.0,81.6,53,22,В зоне риска
S12428,10.4,12.6,55.5,95,54,Требует внимания
S12429,6.8,29.2,59.0,57,56,Требует внимания
S12430,6.6,25.9,87.6,85,64,Требует внимания
S12431,3.8,21.5,76.0,64,43,В зоне риска
S12432,6.6,29.5,91.1,43,48,В зоне риска
