hours_studied,lms_activity_hours,attendance_percent,previous_scores,exam_score,risk_category,risk_level
5.1,29.7,50.3,59,52,Требует внимания,1
3.6,28.8,54.7,41,66,Требует внимания,1
4.8,16.0,100.0,95,47,В зоне риска,0
3.7,16.7,56.0,70,47,В зоне риска,0
3.2,23.3,71.2,94,42,В зоне риска,0
2.6,19.6,81.1,95,12,В зоне риска,0
12.0,23.4,93.8,76,33,В зоне риска,0
1.2,24.3,100.0,69,67,Требует внимания,1
1.4,10.4,53.4,54,44,В зоне риска,0
1.4,26.8,61.4,95,41,В зоне риска,0
12.0,12.0,50.3,95,41,В зоне риска,0
10.9,23.7,61.9,95,55,Требует внимания,1
3.1,6.9,68.9,67,57,Требует внимания,1
4.9,30.1,60.4,67,88,Успешный студент,2
1.3,23.4,54.3,82,54,Требует внимания,1
4.1,26.8,66.6,66,12,В зоне риска,0
5.9,16.0,69.8,43,53,Требует внимания,1
8.9,13.1,73.8,60,61,Требует внимания,1
6.6,26.7,69.9,58,43,В зоне риска,0
2.9,17.7,59.1,95,34,В зоне риска,0
1.4,11.0,50.3,62,49,В зоне риска,0
10.7,24.3,83.6,95,85,Успешный студент,2
8.5,7.4,55.9,95,45,В зоне риска,0
4.3,29.5,83.2,59,33,В зоне риска,0
8.6,9.5,50.3,93,43,В зоне риска,0
1.0,28.7,55.8,50,39,В зоне риска,0
10.9,22.8,63.0,47,19,В зоне риска,0
6.9,19.7,76.2,86,61,Требует внимания,1
9.4,10.8,50.4,93,38,В зоне риска,0
2.0,4.5,75.8,43,58,Требует внимания,1
1.7,19.0,62.3,62,55,Требует внимания,1
12.0,21.9,66.2,95,54,Требует внимания,1
6.5,21.9,58.8,54,49,В зоне риска,0
4.0,25.3,81.0,95,37,В зоне риска,0
3.3,22.3,60.5,95,38,В зоне риска,0
3.2,5.9,75.5,81,52,Требует внимания,1
6.7,23.3,96.3,87,29,В зоне риска,0
3.6,27.4,96.5,67,68,Требует внимания,1
3.9,23.8,50.3,87,50,Требует внимания,1
1.2,16.2,67.4,67,55,Требует внимания,1
11.4,11.9,98.1,66,54,Требует внимания,1
1.2,8.9,57.2,65,81,Успешный студент,2
4.6,18.7,92.8,87,46,В зоне риска,0
11.7,28.3,82.7,59,82,Успешный студент,2
3.6,26.7,99.5,69,39,В зоне риска,0
3.1,16.7,80.7,43,79,Успешный студент,2
2.7,22.9,55.0,76,41,В зоне риска,0
1.7,12.6,54.1,69,84,Успешный студент,2
2.9,12.5,73.4,67,53,Требует внимания,1
8.6,10.6,60.8,89,84,Успешный студент,2
8.4,28.8,85.8,95,63,Требует внимания,1
3.1,19.4,87.1,64,53,Требует внимания,1
4.9,17.5,55.9,87,94,Успешный студент,2
2.4,17.3,55.0,95,34,В зоне риска,0
2.9,15.5,100.0,95,51,Требует внимания,1
11.6,26.0,51.7,74,63,Требует внимания,1
6.6,25.3,50.4,56,53,Требует внимания,1
3.1,20.9,63.3,51,42,В зоне риска,0
1.4,22.7,64.7,91,67,Требует внимания,1
1.0,14.5,56.7,70,45,В зоне риска,0
4.2,15.9,59.9,78,67,Требует внимания,1
1.0,8.6,65.3,90,46,В зоне риска,0
3.7,11.0,60.6,90,38,В зоне риска,0
2.8,11.7,60.1,95,63,Требует внимания,1
5.0,16.1,72.0,76,79,Успешный студент,2
4.2,26.2,62.9,86,60,Требует внимания,1
7.9,27.0,61.9,90,58,Требует внимания,1
5.4,17.0,56.4,82,46,В зоне риска,0
7.4,31.2,71.9,65,24,В зоне риска,0
10.3,20.2,52.6,95,83,Успешный студент,2
12.0,17.2,75.3,65,80,Успешный студент,2
7.2,18.9,50.3,41,76,Успешный студент,2
7.1,7.2,86.0,95,38,В зоне риска,0
2.2,13.2,66.3,73,58,Требует внимания,1
8.5,22.4,66.1,66,49,В зоне риска,0
2.8,11.5,58.6,56,36,В зоне риска,0
7.3,18.6,88.5,95,54,Требует внимания,1
10.1,6.9,60.6,95,36,В зоне риска,0
11.4,19.7,84.9,69,83,Успешный студент,2
11.1,26.6,86.0,79,52,Требует внимания,1
8.8,17.6,50.3,87,55,Требует внимания,1
2.7,20.7,61.2,76,49,В зоне риска,0
6.4,13.5,73.6,63,45,В зоне риска,0
5.2,13.4,86.4,64,70,Требует внимания,1
10.3,10.1,58.6,88,74,Требует внимания,1
8.3,9.8,75.8,81,84,Успешный студент,2
5.9,27.7,58.5,95,62,Требует внимания,1
2.0,16.5,69.9,84,39,В зоне риска,0
7.4,24.7,80.5,75,46,В зоне риска,0
8.2,22.0,92.7,67,65,Требует внимания,1
5.6,15.4,62.9,56,60,Требует внимания,1
8.9,6.2,84.4,84,24,В зоне риска,0
3.7,7.9,82.0,69,69,Требует внимания,1
9.2,7.2,87.2,61,80,Успешный студент,2
3.7,18.4,95.7,94,70,Требует внимания,1
6.1,12.5,57.6,94,44,В зоне риска,0
1.8,7.8,64.1,93,85,Успешный студент,2
3.3,12.9,71.3,62,80,Успешный студент,2
1.4,21.5,50.3,95,54,Требует внимания,1
5.1,12.3,67.9,76,83,Успешный студент,2
4.2,23.8,78.1,84,73,Требует внимания,1
3.8,5.3,78.1,60,44,В зоне риска,0
7.6,7.4,51.7,78,46,В зоне риска,0
11.3,25.6,67.2,95,56,Требует внимания,1
5.7,14.6,59.8,51,60,Требует внимания,1
2.6,28.1,86.7,56,61,Требует внимания,1
6.7,6.9,86.8,59,12,В зоне риска,0
4.2,17.4,57.8,59,58,Требует внимания,1
7.5,12.8,73.4,62,22,В зоне риска,0
4.6,25.0,81.4,57,21,В зоне риска,0
1.6,15.6,53.1,93,12,В зоне риска,0
7.7,27.5,69.8,84,57,Требует внимания,1
7.7,15.4,89.9,82,57,Требует внимания,1
7.8,22.7,59.2,42,18,В зоне риска,0
7.7,27.0,82.4,95,59,Требует внимания,1
8.1,17.5,98.4,95,65,Требует внимания,1
10.1,21.7,56.7,92,58,Требует внимания,1
8.8,11.8,76.4,83,66,Требует внимания,1
1.7,7.6,91.8,59,69,Требует внимания,1
10.1,19.1,96.9,83,65,Требует внимания,1
9.8,9.3,61.0,95,70,Требует внимания,1
6.3,7.7,84.3,73,56,Требует внимания,1
5.8,3.7,56.2,54,85,Успешный студент,2
5.2,25.2,85.4,95,48,В зоне риска,0
6.7,10.6,88.6,50,53,Требует внимания,1
1.5,11.4,66.9,40,65,Требует внимания,1
1.5,17.4,86.6,95,46,В зоне риска,0
1.3,13.4,50.3,53,49,В зоне риска,0
1.0,20.0,88.5,48,59,Требует внимания,1
5.0,18.4,56.8,95,43,В зоне риска,0
5.7,25.8,68.2,76,83,Успешный студент,2
6.4,13.0,72.3,95,30,В зоне риска,0
9.9,31.3,82.4,66,89,Успешный студент,2
8.9,10.3,64.0,82,45,В зоне риска,0
2.1,28.1,80.8,94,51,Требует внимания,1
1.0,16.2,53.0,91,63,Требует внимания,1
3.4,13.9,57.3,86,62,Требует внимания,1
1.8,7.5,50.3,62,76,Успешный студент,2
8.6,16.1,51.6,84,66,Требует внимания,1
5.3,26.0,50.3,92,60,Требует внимания,1
3.0,27.7,61.6,61,50,Требует внимания,1
5.5,8.6,54.6,66,33,В зоне риска,0
2.3,23.0,56.1,78,55,Требует внимания,1
1.4,30.1,70.5,72,47,В зоне риска,0
7.1,13.3,50.3,76,72,Требует внимания,1
7.7,10.4,56.8,92,12,В зоне риска,0
6.7,21.5,64.5,72,58,Требует внимания,1
2.9,16.3,89.9,44,47,В зоне риска,0
2.8,29.6,53.2,51,59,Требует внимания,1
9.0,12.2,69.0,95,38,В зоне риска,0
4.1,12.6,69.0,95,48,В зоне риска,0
2.0,14.5,62.3,72,52,Требует внимания,1
6.9,20.0,58.8,75,62,Требует внимания,1
6.9,8.2,89.9,70,44,В зоне риска,0
4.6,19.6,58.0,45,94,Успешный студент,2
4.1,5.8,50.3,75,53,Требует внимания,1
2.0,16.1,59.2,95,57,Требует внимания,1
5.9,20.5,82.7,65,61,Требует внимания,1
9.6,23.8,70.6,74,78,Успешный студент,2
3.3,17.0,56.0,56,78,Успешный студент,2
5.1,23.7,59.7,60,53,Требует внимания,1
6.9,6.5,68.6,77,54,Требует внимания,1
5.8,9.3,76.1,71,58,Требует внимания,1
3.6,21.0,53.6,66,28,В зоне риска,0
8.5,5.9,70.3,75,66,Требует внимания,1
7.1,18.3,67.6,95,38,В зоне риска,0
7.7,16.2,50.3,64,59,Требует внимания,1
2.2,21.4,67.3,95,63,Требует внимания,1
8.2,18.6,61.5,95,38,В зоне риска,0
3.9,20.0,66.3,70,42,В зоне риска,0
9.1,27.0,57.4,95,74,Требует внимания,1
7.8,15.9,50.3,64,94,Успешный студент,2
4.5,19.1,72.3,95,50,Требует внимания,1
10.3,17.7,63.0,40,73,Требует внимания,1
5.6,23.0,61.3,94,62,Требует внимания,1
2.9,19.5,66.0,95,28,В зоне риска,0
6.6,14.9,74.6,50,45,В зоне риска,0
5.3,24.5,64.2,67,44,В зоне риска,0
2.9,25.0,81.7,86,33,В зоне риска,0
7.4,16.4,51.3,51,38,В зоне риска,0
1.6,7.0,70.2,40,58,Требует внимания,1
8.5,24.6,65.9,78,45,В зоне риска,0
7.7,16.9,83.8,62,54,Требует внимания,1
2.3,22.2,96.3,77,84,Успешный студент,2
7.2,17.9,65.8,70,46,В зоне риска,0
6.8,11.7,71.0,73,31,В зоне риска,0
1.5,9.7,87.5,73,39,В зоне риска,0
2.8,26.7,92.7,88,12,В зоне риска,0
4.8,12.6,69.2,55,52,Требует внимания,1
1.1,10.8,50.3,90,44,В зоне риска,0
4.9,26.5,61.4,82,50,Требует внимания,1
9.7,17.8,54.4,95,72,Требует внимания,1
7.0,34.6,50.3,63,61,Требует внимания,1
9.4,18.5,51.8,95,53,Требует внимания,1
5.2,11.5,66.9,88,86,Успешный студент,2
1.0,8.9,58.6,95,22,В зоне риска,0
1.0,30.3,62.0,91,49,В зоне риска,0
8.6,12.2,74.6,89,55,Требует внимания,1
9.6,13.6,64.0,83,62,Требует внимания,1
8.3,21.3,81.6,76,53,Требует внимания,1
4.7,18.7,59.7,59,33,В зоне риска,0
3.5,24.2,57.5,65,51,Требует внимания,1
4.6,8.1,52.8,95,40,В зоне риска,0
11.5,9.3,71.9,79,53,Требует внимания,1
2.6,8.9,60.7,69,45,В зоне риска,0
8.4,23.5,71.4,64,39,В зоне риска,0
7.6,25.1,75.2,75,30,В зоне риска,0
1.0,19.1,66.5,49,74,Требует внимания,1
4.9,20.9,96.8,92,85,Успешный студент,2
4.1,18.8,54.0,63,48,В зоне риска,0
1.0,23.4,76.6,54,33,В зоне риска,0
5.7,22.3,83.2,84,42,В зоне риска,0
6.1,18.4,57.6,59,56,Требует внимания,1
3.6,12.5,93.4,54,41,В зоне риска,0
8.3,6.6,86.4,64,70,Требует внимания,1
7.6,21.2,69.4,64,78,Успешный студент,2
4.2,14.2,97.5,85,27,В зоне риска,0
1.6,25.6,85.4,63,56,Требует внимания,1
9.2,16.6,100.0,81,49,В зоне риска,0
7.6,20.3,53.7,58,52,Требует внимания,1
3.4,21.9,67.3,74,59,Требует внимания,1
8.8,15.5,84.4,40,67,Требует внимания,1
6.3,16.1,66.7,83,59,Требует внимания,1
10.2,24.2,74.6,95,66,Требует внимания,1
3.0,23.1,77.3,80,64,Требует внимания,1
10.3,22.2,70.1,60,75,Успешный студент,2
2.9,25.0,76.3,80,54,Требует внимания,1
9.7,11.2,60.0,48,50,Требует внимания,1
4.1,24.8,90.6,95,52,Требует внимания,1
1.8,23.2,50.3,87,63,Требует внимания,1
2.6,21.2,76.6,95,53,Требует внимания,1
9.3,7.1,67.0,95,48,В зоне риска,0
2.9,27.4,91.0,95,69,Требует внимания,1
10.9,12.7,83.5,83,13,В зоне риска,0
4.0,2.4,65.6,95,54,Требует внимания,1
5.5,23.2,68.1,82,41,В зоне риска,0
9.9,27.2,62.4,75,52,Требует внимания,1
2.4,22.6,96.0,67,37,В зоне риска,0
4.0,19.0,52.2,76,69,Требует внимания,1
7.3,26.0,56.7,50,45,В зоне риска,0
5.7,19.4,80.7,91,59,Требует внимания,1
6.2,19.6,52.2,79,45,В зоне риска,0
7.9,24.3,90.9,84,56,Требует внимания,1
1.8,29.0,62.2,66,58,Требует внимания,1
5.3,17.1,64.4,95,53,Требует внимания,1
10.4,12.3,57.1,91,15,В зоне риска,0
4.7,13.4,53.0,61,72,Требует внимания,1
2.7,18.6,57.0,85,65,Требует внимания,1
6.4,10.9,50.3,76,46,В зоне риска,0
4.4,11.0,56.2,47,30,В зоне риска,0
9.3,17.4,63.4,61,31,В зоне риска,0
10.5,14.4,62.9,90,48,В зоне риска,0
7.5,9.6,66.9,56,43,В зоне риска,0
10.1,31.6,67.5,71,31,В зоне риска,0
4.3,8.0,94.6,75,52,Требует внимания,1
3.0,14.2,100.0,93,77,Успешный студент,2
11.4,8.0,90.3,86,36,В зоне риска,0
1.3,25.3,55.7,95,49,В зоне риска,0
5.9,16.2,61.0,66,91,Успешный студент,2
3.5,25.6,60.9,95,20,В зоне риска,0
6.0,21.1,73.7,82,49,В зоне риска,0
5.6,28.6,79.4,95,36,В зоне риска,0
12.0,14.0,73.2,95,80,Успешный студент,2
1.0,13.6,94.7,87,63,Требует внимания,1
3.1,10.6,78.1,92,75,Успешный студент,2
3.4,27.1,93.6,85,59,Требует внимания,1
8.3,13.5,54.5,57,32,В зоне риска,0
4.2,27.4,85.0,40,22,В зоне риска,0
7.7,24.3,60.5,68,83,Успешный студент,2
7.0,13.6,75.9,55,58,Требует внимания,1
6.0,25.2,60.9,95,37,В зоне риска,0
1.0,25.2,62.7,65,32,В зоне риска,0
10.4,22.3,72.3,54,24,В зоне риска,0
2.1,22.3,76.9,77,40,В зоне риска,0
6.1,18.5,77.1,95,37,В зоне риска,0
8.7,18.9,100.0,81,86,Успешный студент,2
6.2,25.7,81.1,69,17,В зоне риска,0
2.5,12.6,71.9,91,62,Требует внимания,1
7.7,4.1,60.5,95,50,Требует внимания,1
1.0,30.7,77.0,46,50,Требует внимания,1
1.0,26.4,50.3,95,70,Требует внимания,1
8.8,13.6,73.4,95,46,В зоне риска,0
6.9,24.5,68.3,88,34,В зоне риска,0
2.9,10.1,94.2,52,80,Успешный студент,2
8.8,20.6,76.5,90,51,Требует внимания,1
10.1,8.4,62.6,63,31,В зоне риска,0
3.0,22.4,92.6,81,63,Требует внимания,1
4.3,22.7,100.0,60,47,В зоне риска,0
1.0,12.3,83.6,69,44,В зоне риска,0
7.1,10.7,70.2,60,53,Требует внимания,1
9.0,15.8,50.9,79,75,Успешный студент,2
7.9,13.3,90.1,76,66,Требует внимания,1
1.0,5.5,60.7,70,46,В зоне риска,0
1.8,23.8,93.3,95,44,В зоне риска,0
3.5,10.7,57.7,94,60,Требует внимания,1
7.5,26.1,100.0,95,91,Успешный студент,2
1.0,20.2,76.5,75,43,В зоне риска,0
6.8,9.6,88.3,92,43,В зоне риска,0
5.1,4.0,72.3,95,27,В зоне риска,0
1.0,24.3,58.2,59,56,Требует внимания,1
2.3,23.0,88.5,74,46,В зоне риска,0
1.0,29.2,50.3,83,77,Успешный студент,2
9.5,28.2,60.4,71,59,Требует внимания,1
4.3,26.3,59.7,95,77,Успешный студент,2
4.3,8.4,50.3,95,55,Требует внимания,1
2.1,21.4,54.6,95,80,Успешный студент,2
3.9,10.0,50.3,80,45,В зоне риска,0
1.0,30.8,74.5,75,48,В зоне риска,0
10.3,31.2,57.6,52,68,Требует внимания,1
4.4,27.5,89.8,72,58,Требует внимания,1
3.9,20.7,50.3,78,27,В зоне риска,0
6.7,33.1,54.1,47,93,Успешный студент,2
10.0,19.0,70.7,54,33,В зоне риска,0
2.8,13.1,89.4,95,53,Требует внимания,1
5.4,13.8,74.2,82,58,Требует внимания,1
11.0,10.1,57.3,64,58,Требует внимания,1
8.3,14.2,55.7,95,29,В зоне риска,0
7.4,20.5,61.6,64,54,Требует внимания,1
7.7,12.2,64.4,62,53,Требует внимания,1
3.3,22.9,70.2,60,21,В зоне риска,0
2.6,20.2,55.6,95,16,В зоне риска,0
8.5,15.8,57.6,45,91,Успешный студент,2
2.9,7.4,57.5,64,68,Требует внимания,1
8.6,31.8,74.9,55,47,В зоне риска,0
5.1,6.3,75.5,64,74,Требует внимания,1
6.5,9.1,94.8,55,37,В зоне риска,0
3.0,29.0,66.4,60,67,Требует внимания,1
7.0,29.3,55.5,95,35,В зоне риска,0
11.4,16.0,56.0,90,61,Требует внимания,1
4.2,25.1,81.2,94,82,Успешный студент,2
2.2,28.4,87.4,40,24,В зоне риска,0
6.9,31.8,50.3,95,62,Требует внимания,1
6.9,10.9,94.5,68,57,Требует внимания,1
7.5,27.0,60.1,66,55,Требует внимания,1
3.3,28.2,67.0,88,56,Требует внимания,1
4.9,26.1,87.4,95,63,Требует внимания,1
9.7,17.9,53.9,92,60,Требует внимания,1
2.4,18.7,52.2,93,56,Требует внимания,1
4.9,2.4,100.0,65,41,В зоне риска,0
5.5,6.5,92.6,60,29,В зоне риска,0
10.3,20.5,55.4,63,64,Требует внимания,1
2.3,19.5,54.4,95,35,В зоне риска,0
1.0,16.5,89.5,62,20,В зоне риска,0
1.2,18.8,59.9,95,62,Требует внимания,1
9.4,15.9,67.2,78,82,Успешный студент,2
8.9,9.6,65.3,60,44,В зоне риска,0
7.3,24.5,63.3,70,69,Требует внимания,1
9.2,17.4,73.3,74,44,В зоне риска,0
1.0,19.7,57.6,74,54,Требует внимания,1
10.6,29.4,66.3,71,62,Требует внимания,1
8.6,34.7,57.6,95,69,Требует внимания,1
7.9,16.1,82.6,53,18,В зоне риска,0
6.8,10.8,56.3,40,22,В зоне риска,0
8.2,12.7,51.3,95,51,Требует внимания,1
1.4,22.7,87.4,80,50,Требует внимания,1
2.5,10.4,77.3,90,19,В зоне риска,0
7.5,26.0,89.3,70,58,Требует внимания,1
10.5,10.6,73.2,57,76,Успешный студент,2
10.4,13.5,87.4,44,25,В зоне риска,0
1.0,8.4,85.0,70,35,В зоне риска,0
2.0,28.0,82.2,92,53,Требует внимания,1
2.1,25.9,61.3,95,23,В зоне риска,0
1.2,13.7,97.5,73,26,В зоне риска,0
2.6,15.9,65.5,69,56,Требует внимания,1
3.5,25.5,60.6,53,74,Требует внимания,1
2.1,19.3,58.0,84,67,Требует внимания,1
12.0,21.6,65.0,58,33,В зоне риска,0
5.0,18.2,50.3,55,79,Успешный студент,2
2.8,12.4,61.4,66,52,Требует внимания,1
7.3,13.2,79.2,94,37,В зоне риска,0
1.0,17.7,54.9,95,54,Требует внимания,1
8.4,28.1,100.0,61,46,В зоне риска,0
6.0,21.1,56.0,76,50,Требует внимания,1
12.0,19.1,57.2,95,66,Требует внимания,1
6.7,6.3,82.7,76,43,В зоне риска,0
9.2,32.6,50.3,61,54,Требует внимания,1
2.3,12.3,68.5,40,43,В зоне риска,0
1.4,28.4,63.2,66,49,В зоне риска,0
2.7,22.1,76.0,84,52,Требует внимания,1
1.0,10.5,64.6,95,50,Требует внимания,1
8.0,13.7,56.4,81,50,Требует внимания,1
4.0,26.5,78.0,95,59,Требует внимания,1
7.8,14.0,60.8,91,61,Требует внимания,1
1.9,9.5,63.3,55,57,Требует внимания,1
8.0,18.7,77.5,60,44,В зоне риска,0
3.5,14.9,80.0,66,23,В зоне риска,0
1.5,22.5,65.4,90,53,Требует внимания,1
7.5,19.0,60.5,63,63,Требует внимания,1
2.7,15.6,69.3,73,60,Требует внимания,1
3.1,17.0,82.1,67,69,Требует внимания,1
4.8,15.4,62.1,91,31,В зоне риска,0
9.7,24.8,57.6,58,58,Требует внимания,1
3.0,24.8,56.4,67,36,В зоне риска,0
4.4,13.6,77.1,56,37,В зоне риска,0
3.9,15.3,56.9,95,45,В зоне риска,0
4.1,15.1,67.2,49,42,В зоне риска,0
5.1,13.3,67.9,91,71,Требует внимания,1
2.8,32.5,78.7,93,40,В зоне риска,0
5.9,12.1,74.2,60,49,В зоне риска,0
5.4,26.9,61.7,78,45,В зоне риска,0
7.6,23.5,63.6,85,37,В зоне риска,0
2.7,8.8,64.2,53,79,Успешный студент,2
2.7,27.2,62.2,90,60,Требует внимания,1
1.3,10.5,60.9,47,12,В зоне риска,0
6.0,21.1,96.3,91,48,В зоне риска,0
10.2,22.7,50.3,68,18,В зоне риска,0
5.8,26.8,96.7,85,79,Успешный студент,2
1.5,14.3,74.5,95,29,В зоне риска,0
12.0,9.8,84.1,52,75,Успешный студент,2
4.4,10.5,90.9,63,78,Успешный студент,2
3.2,19.6,65.0,95,55,Требует внимания,1
1.6,13.3,83.5,95,28,В зоне риска,0
3.3,19.5,67.6,73,53,Требует внимания,1
2.8,23.3,72.4,90,66,Требует внимания,1
6.6,23.2,71.9,95,49,В зоне риска,0
3.2,24.8,71.8,57,52,Требует внимания,1
2.2,7.5,76.1,90,36,В зоне риска,0
9.3,19.6,55.2,42,90,Успешный студент,2
8.2,20.5,51.1,92,73,Требует внимания,1
5.6,10.6,88.5,61,26,В зоне риска,0
4.7,20.2,63.3,49,12,В зоне риска,0
6.2,21.0,62.5,94,49,В зоне риска,0
4.5,12.2,100.0,47,70,Требует внимания,1
4.0,21.6,74.5,90,94,Успешный студент,2
8.0,26.5,50.3,59,28,В зоне риска,0
9.6,22.0,67.0,95,77,Успешный студент,2
4.7,14.7,96.8,69,36,В зоне риска,0
4.2,21.3,63.4,86,57,Требует внимания,1
7.7,7.6,91.0,95,62,Требует внимания,1
2.2,12.5,58.4,53,55,Требует внимания,1
2.3,26.9,89.9,79,51,Требует внимания,1
5.2,18.8,84.0,43,38,В зоне риска,0
4.1,19.9,73.6,94,52,Требует внимания,1
2.3,29.8,79.0,85,62,Требует внимания,1
1.9,21.0,84.5,67,45,В зоне риска,0
5.3,21.2,63.0,46,79,Успешный студент,2
1.6,11.8,50.3,64,37,В зоне риска,0
6.9,21.8,69.5,63,76,Успешный студент,2
6.5,31.9,87.6,65,82,Успешный студент,2
5.6,31.7,50.5,95,81,Успешный студент,2
8.1,27.5,75.3,95,53,Требует внимания,1
3.1,18.7,81.1,88,58,Требует внимания,1
1.1,9.3,86.5,87,72,Требует внимания,1
7.2,23.6,69.0,48,41,В зоне риска,0
1.0,15.9,56.9,91,26,В зоне риска,0
3.3,7.8,73.3,87,65,Требует внимания,1
3.2,25.5,72.8,95,36,В зоне риска,0
5.1,8.1,74.2,82,45,В зоне риска,0
12.0,33.5,52.3,86,80,Успешный студент,2
3.2,10.3,69.1,95,66,Требует внимания,1
5.9,25.5,62.7,57,58,Требует внимания,1
4.4,20.0,58.5,63,50,Требует внимания,1
2.9,23.8,100.0,47,46,В зоне риска,0
11.2,25.5,60.5,84,72,Требует внимания,1
7.0,15.5,50.3,68,54,Требует внимания,1
7.4,9.9,87.8,55,92,Успешный студент,2
1.9,9.7,74.0,87,13,В зоне риска,0
7.9,11.0,62.1,70,12,В зоне риска,0
12.0,26.9,67.8,69,78,Успешный студент,2
2.8,9.8,55.9,95,33,В зоне риска,0
5.2,24.9,50.3,95,73,Требует внимания,1
1.1,20.8,55.2,56,57,Требует внимания,1
9.3,29.2,92.1,78,55,Требует внимания,1
2.4,23.4,82.4,56,81,Успешный студент,2
9.0,18.6,74.6,95,76,Успешный студент,2
4.3,15.0,56.4,71,20,В зоне риска,0
7.3,14.9,64.2,95,80,Успешный студент,2
3.4,11.1,97.6,86,17,В зоне риска,0
4.5,6.6,57.8,73,57,Требует внимания,1
11.2,30.2,61.2,69,70,Требует внимания,1
7.1,19.4,53.6,95,25,В зоне риска,0
1.5,21.8,92.9,58,27,В зоне риска,0
11.3,14.5,64.7,80,38,В зоне риска,0
6.2,11.3,82.0,95,42,В зоне риска,0
3.1,13.3,56.5,82,29,В зоне риска,0
4.4,6.9,51.7,91,78,Успешный студент,2
7.5,9.2,85.6,80,61,Требует внимания,1
1.3,12.1,50.3,71,20,В зоне риска,0
2.4,12.9,50.3,95,58,Требует внимания,1
2.9,12.0,69.4,86,72,Требует внимания,1
7.2,29.8,54.4,85,40,В зоне риска,0
8.9,27.3,96.2,52,61,Требует внимания,1
7.8,25.6,70.4,88,26,В зоне риска,0
10.0,12.3,65.6,67,58,Требует внимания,1
8.0,24.4,80.1,72,51,Требует внимания,1
2.6,18.7,74.6,88,78,Успешный студент,2
1.0,7.9,66.8,58,51,Требует внимания,1
2.8,32.5,92.5,95,67,Требует внимания,1
10.6,16.8,89.7,86,92,Успешный студент,2
7.1,18.1,89.0,93,14,В зоне риска,0
8.7,13.5,96.4,79,69,Требует внимания,1
7.5,10.6,50.8,76,61,Требует внимания,1
1.2,6.5,94.1,55,54,Требует внимания,1
1.0,13.8,80.8,69,47,В зоне риска,0
1.4,20.2,54.1,44,67,Требует внимания,1
6.0,5.2,75.8,91,56,Требует внимания,1
4.4,13.1,68.8,95,78,Успешный студент,2
7.7,30.0,81.9,57,61,Требует внимания,1
3.2,29.5,66.4,92,39,В зоне риска,0
11.8,29.7,96.9,79,73,Требует внимания,1
4.3,25.8,84.0,71,67,Требует внимания,1
3.6,24.1,63.7,54,62,Требует внимания,1
4.3,28.7,72.3,52,54,Требует внимания,1
4.4,6.4,57.9,76,39,В зоне риска,0
3.7,26.2,85.6,67,23,В зоне риска,0
1.1,3.9,81.5,95,12,В зоне риска,0
1.6,18.9,63.8,76,38,В зоне риска,0
4.2,14.4,71.5,95,61,Требует внимания,1
4.1,10.5,86.6,55,63,Требует внимания,1
3.9,7.5,70.1,95,65,Требует внимания,1
2.2,17.0,93.2,60,59,Требует внимания,1
11.6,22.9,67.8,95,75,Успешный студент,2
4.7,26.8,50.4,66,35,В зоне риска,0
3.1,7.1,76.7,40,30,В зоне риска,0
7.6,23.8,60.4,76,26,В зоне риска,0
2.9,21.7,62.3,71,44,В зоне риска,0
3.2,26.9,80.3,95,60,Требует внимания,1
1.8,11.5,66.9,52,77,Успешный студент,2
8.0,19.7,58.3,71,59,Требует внимания,1
1.2,11.5,61.7,68,50,Требует внимания,1
9.0,11.2,68.8,56,65,Требует внимания,1
4.0,12.4,69.3,95,57,Требует внимания,1
8.3,17.6,63.4,91,85,Успешный студент,2
4.1,16.2,57.6,59,54,Требует внимания,1
3.9,27.2,53.0,52,59,Требует внимания,1
9.4,25.7,70.7,90,74,Требует внимания,1
5.9,13.1,83.4,95,67,Требует внимания,1
9.7,26.3,80.6,51,62,Требует внимания,1
4.9,14.1,81.7,62,71,Требует внимания,1
8.9,26.9,76.4,57,86,Успешный студент,2
10.7,26.0,57.3,57,53,Требует внимания,1
3.0,17.7,56.6,57,44,В зоне риска,0
3.2,11.5,57.0,68,75,Успешный студент,2
7.3,9.9,73.0,95,25,В зоне риска,0
8.9,29.1,50.3,61,80,Успешный студент,2
7.3,21.9,55.0,71,71,Требует внимания,1
1.1,11.3,72.2,81,85,Успешный студент,2
3.2,6.2,70.3,50,37,В зоне риска,0
3.4,12.8,57.8,56,12,В зоне риска,0
8.1,23.5,84.0,88,38,В зоне риска,0
3.9,22.3,77.6,83,52,Требует внимания,1
11.7,27.6,62.4,61,85,Успешный студент,2
8.9,7.2,50.3,56,43,В зоне риска,0
6.9,24.4,67.5,95,67,Требует внимания,1
4.3,10.2,83.2,84,61,Требует внимания,1
1.6,19.2,84.3,91,54,Требует внимания,1
2.7,19.7,50.3,71,63,Требует внимания,1
2.3,25.4,65.6,52,43,В зоне риска,0
2.4,27.5,78.9,68,22,В зоне риска,0
9.9,6.2,62.8,83,53,Требует внимания,1
2.0,18.1,55.4,59,46,В зоне риска,0
1.7,4.9,50.4,71,67,Требует внимания,1
1.2,23.7,57.8,67,54,Требует внимания,1
4.3,29.4,72.4,95,23,В зоне риска,0
2.0,26.3,77.7,84,38,В зоне риска,0
2.5,26.0,60.2,71,76,Успешный студент,2
8.1,25.4,77.3,71,57,Требует внимания,1
4.4,28.0,65.5,40,66,Требует внимания,1
